,danceability,energy,valence,acousticness,tempo
Top 10%,0.6013998333333334,0.6546005973157895,0.4921876614035088,0.25526821778684206,120.86698464912281
Bottom 10%,0.574453947368421,0.6314430797017544,0.49455964035087724,0.30291098417807016,119.4945346491228
