danceability_bin,energy_bin,valence_bin,acousticness_bin,tempo_bin,popularity
4,1,6,9,7,53.0
4,1,6,9,8,18.0
4,1,7,8,3,7.0
4,1,7,8,7,21.0
4,1,7,9,2,18.0
4,1,7,9,3,24.0
4,1,7,9,4,2.5
4,1,7,9,5,5.0
4,1,7,9,6,0.0
4,1,8,9,3,22.0
4,1,8,9,4,7.5
4,1,8,9,5,6.0
4,1,8,9,6,3.75
4,1,9,6,4,3.0
4,1,9,7,7,22.0
4,1,9,9,4,3.0
4,2,0,0,2,45.0
4,2,0,0,5,20.0
4,2,0,1,5,33.0
4,2,0,1,6,72.0
4,2,0,2,4,13.0
4,2,0,3,3,43.0
4,2,0,3,4,40.0
4,2,0,3,7,42.0
4,2,0,5,3,1.6
4,2,0,6,2,68.0
4,2,0,6,3,43.0
4,2,0,6,4,50.0
4,2,0,6,5,21.833333333333332
4,2,0,6,6,18.0
4,2,0,7,2,34.0
4,2,0,7,3,46.0
4,2,0,7,4,76.0
4,2,0,7,5,61.0
4,2,0,7,7,29.0
4,2,0,8,3,11.5
4,2,0,8,4,30.666666666666668
4,2,0,8,5,46.25
4,2,0,8,6,18.5
4,2,0,9,2,40.0
4,2,0,9,3,39.8
4,2,0,9,4,32.5
4,2,0,9,5,20.0
4,2,0,9,6,31.5
4,2,0,9,7,49.0
4,2,1,0,3,57.0
4,2,1,0,5,36.5
4,2,1,0,6,36.0
4,2,1,1,3,72.0
4,2,1,2,3,14.5
4,2,1,2,5,28.0
4,2,1,3,3,26.333333333333332
4,2,1,3,5,11.9
4,2,1,4,2,23.0
4,2,1,4,3,55.0
4,2,1,4,4,41.75
4,2,1,4,5,35.5
4,2,1,4,7,13.0
4,2,1,5,2,28.666666666666668
4,2,1,5,3,27.333333333333332
4,2,1,5,4,51.333333333333336
4,2,1,5,5,51.666666666666664
4,2,1,5,6,34.0
4,2,1,6,2,41.0
4,2,1,6,3,33.0
4,2,1,6,4,36.0
4,2,1,6,5,49.25
4,2,1,6,6,32.333333333333336
4,2,1,6,7,60.0
4,2,1,7,2,7.166666666666667
4,2,1,7,3,22.4
4,2,1,7,4,40.2
4,2,1,7,5,35.4
4,2,1,7,6,43.0
4,2,1,7,7,41.0
4,2,1,8,2,34.25
4,2,1,8,3,33.166666666666664
4,2,1,8,4,35.833333333333336
4,2,1,8,5,42.5
4,2,1,8,6,8.0
4,2,1,8,7,45.0
4,2,1,9,2,34.0
4,2,1,9,3,37.714285714285715
4,2,1,9,4,41.07142857142857
4,2,1,9,5,36.8235294117647
4,2,1,9,6,26.0
4,2,1,9,7,21.0
4,2,2,1,3,49.0
4,2,2,1,4,55.0
4,2,2,1,5,0.0
4,2,2,2,3,53.0
4,2,2,2,4,29.0
4,2,2,2,5,37.0
4,2,2,3,3,41.0
4,2,2,3,5,50.0
4,2,2,4,5,41.666666666666664
4,2,2,4,6,25.0
4,2,2,4,7,63.0
4,2,2,4,8,0.0
4,2,2,5,2,51.0
4,2,2,5,3,41.666666666666664
4,2,2,5,4,19.0
4,2,2,5,5,20.0
4,2,2,5,6,21.0
4,2,2,6,3,37.57142857142857
4,2,2,6,4,34.0
4,2,2,6,5,19.0625
4,2,2,6,6,28.0
4,2,2,7,3,35.63636363636363
4,2,2,7,4,27.8
4,2,2,7,5,34.357142857142854
4,2,2,7,6,54.0
4,2,2,7,7,70.0
4,2,2,8,2,34.5
4,2,2,8,3,25.0
4,2,2,8,4,39.5
4,2,2,8,5,32.89473684210526
4,2,2,8,6,29.363636363636363
4,2,2,8,7,40.333333333333336
4,2,2,8,8,59.0
4,2,2,9,2,10.666666666666666
4,2,2,9,3,37.0
4,2,2,9,4,12.90625
4,2,2,9,5,33.333333333333336
4,2,2,9,6,22.666666666666668
4,2,2,9,7,37.5
4,2,3,0,3,55.0
4,2,3,0,4,19.0
4,2,3,0,5,10.0
4,2,3,1,4,28.0
4,2,3,2,4,0.0
4,2,3,2,5,22.0
4,2,3,2,6,68.0
4,2,3,3,3,0.0
4,2,3,3,4,58.0
4,2,3,3,6,17.0
4,2,3,3,8,37.0
4,2,3,4,3,37.5
4,2,3,4,4,31.0
4,2,3,4,5,34.0
4,2,3,5,3,31.0
4,2,3,5,4,31.0
4,2,3,6,3,43.666666666666664
4,2,3,6,4,23.75
4,2,3,6,5,40.333333333333336
4,2,3,6,6,46.666666666666664
4,2,3,7,3,25.0
4,2,3,7,4,24.8
4,2,3,7,5,52.583333333333336
4,2,3,7,6,0.0
4,2,3,8,2,53.0
4,2,3,8,3,32.1875
4,2,3,8,4,24.833333333333332
4,2,3,8,5,31.941176470588236
4,2,3,8,6,43.333333333333336
4,2,3,8,7,44.333333333333336
4,2,3,8,8,32.0
4,2,3,9,2,27.5
4,2,3,9,3,24.19047619047619
4,2,3,9,4,29.48148148148148
4,2,3,9,5,33.84615384615385
4,2,3,9,6,29.333333333333332
4,2,3,9,7,44.0
4,2,4,4,3,32.0
4,2,4,4,4,23.0
4,2,4,5,3,29.333333333333332
4,2,4,6,3,31.0
4,2,4,6,4,23.0
4,2,4,6,5,34.666666666666664
4,2,4,6,6,21.0
4,2,4,7,3,15.125
4,2,4,7,4,18.666666666666668
4,2,4,7,5,27.0
4,2,4,7,6,22.0
4,2,4,7,8,41.333333333333336
4,2,4,8,2,26.75
4,2,4,8,3,25.38095238095238
4,2,4,8,4,29.75
4,2,4,8,5,31.7
4,2,4,8,6,20.166666666666668
4,2,4,8,7,51.5
4,2,4,9,2,18.0
4,2,4,9,3,36.1875
4,2,4,9,4,17.5
4,2,4,9,5,22.0
4,2,4,9,6,29.666666666666668
4,2,4,9,7,41.0
4,2,5,1,4,16.0
4,2,5,2,3,26.0
4,2,5,2,4,21.0
4,2,5,3,3,0.0
4,2,5,3,6,68.0
4,2,5,4,6,4.0
4,2,5,4,7,21.0
4,2,5,5,4,0.0
4,2,5,6,3,27.5
4,2,5,6,4,18.0
4,2,5,7,3,24.666666666666668
4,2,5,7,4,8.0
4,2,5,7,5,0.14285714285714285
4,2,5,7,6,29.5
4,2,5,7,7,7.666666666666667
4,2,5,8,3,24.5
4,2,5,8,4,37.333333333333336
4,2,5,8,5,9.666666666666666
4,2,5,8,6,14.5
4,2,5,9,2,10.0
4,2,5,9,3,30.76923076923077
4,2,5,9,4,29.846153846153847
4,2,5,9,5,12.0
4,2,5,9,6,33.4
4,2,5,9,7,27.5
4,2,6,3,4,0.0
4,2,6,4,6,60.0
4,2,6,5,4,39.0
4,2,6,5,6,51.0
4,2,6,5,7,66.0
4,2,6,6,4,18.5
4,2,6,7,4,13.5
4,2,6,7,6,40.0
4,2,6,7,8,29.0
4,2,6,8,3,31.1
4,2,6,8,4,16.333333333333332
4,2,6,8,5,19.4
4,2,6,9,3,30.6
4,2,6,9,4,25.0
4,2,6,9,5,9.777777777777779
4,2,6,9,6,9.6
4,2,6,9,7,57.0
4,2,7,7,4,11.0
4,2,7,7,5,19.333333333333332
4,2,7,7,6,27.0
4,2,7,8,4,16.0
4,2,7,8,5,0.07142857142857142
4,2,7,8,6,31.0
4,2,7,8,7,31.0
4,2,7,9,2,29.0
4,2,7,9,3,3.3333333333333335
4,2,7,9,4,17.0
4,2,7,9,5,13.333333333333334
4,2,7,9,6,20.5
4,2,7,9,7,7.0
4,2,8,6,4,38.0
4,2,8,8,7,54.0
4,2,8,9,5,1.4285714285714286
4,2,8,9,6,10.0
4,2,8,9,7,15.0
4,2,9,4,8,28.0
4,2,9,9,5,8.0
4,3,0,0,3,35.5
4,3,0,0,4,48.5
4,3,0,0,5,37.4
4,3,0,0,6,38.0
4,3,0,0,7,10.0
4,3,0,1,3,10.0
4,3,0,1,4,24.5
4,3,0,1,7,12.0
4,3,0,2,3,11.5
4,3,0,2,5,46.2
4,3,0,2,6,12.0
4,3,0,3,3,22.0
4,3,0,3,4,51.0
4,3,0,3,5,31.0
4,3,0,4,3,64.0
4,3,0,4,4,51.0
4,3,0,5,3,35.0
4,3,0,5,4,57.0
4,3,0,5,5,32.4
4,3,0,6,3,19.0
4,3,0,6,4,35.25
4,3,0,7,2,56.0
4,3,0,7,3,38.0
4,3,0,7,4,47.0
4,3,0,7,5,41.0
4,3,0,7,6,22.333333333333332
4,3,0,8,3,50.0
4,3,0,8,4,32.0
4,3,0,8,5,39.0
4,3,0,9,3,29.818181818181817
4,3,0,9,4,23.6
4,3,0,9,5,51.5
4,3,0,9,6,33.5
4,3,0,9,8,48.0
4,3,1,0,4,30.0
4,3,1,0,5,54.6
4,3,1,0,6,39.5
4,3,1,1,3,0.0
4,3,1,1,4,46.5
4,3,1,1,5,33.142857142857146
4,3,1,1,6,54.5
4,3,1,1,8,37.0
4,3,1,2,3,34.0
4,3,1,2,4,64.0
4,3,1,2,5,24.666666666666668
4,3,1,2,6,79.0
4,3,1,3,2,27.0
4,3,1,3,3,61.5
4,3,1,3,5,32.333333333333336
4,3,1,3,6,53.0
4,3,1,4,3,44.666666666666664
4,3,1,4,4,43.125
4,3,1,4,5,44.25
4,3,1,4,6,51.0
4,3,1,4,7,49.0
4,3,1,5,2,51.0
4,3,1,5,3,43.888888888888886
4,3,1,5,4,33.25
4,3,1,5,5,26.894736842105264
4,3,1,6,2,21.75
4,3,1,6,3,13.933333333333334
4,3,1,6,4,20.428571428571427
4,3,1,6,5,49.0
4,3,1,6,6,55.0
4,3,1,6,7,54.0
4,3,1,7,2,54.0
4,3,1,7,3,43.1
4,3,1,7,4,43.5
4,3,1,7,5,47.0
4,3,1,7,6,41.0
4,3,1,7,7,58.5
4,3,1,8,2,17.0
4,3,1,8,3,35.81818181818182
4,3,1,8,4,34.4375
4,3,1,8,5,47.833333333333336
4,3,1,8,6,40.0
4,3,1,9,3,20.6
4,3,1,9,4,33.375
4,3,1,9,5,57.0
4,3,1,9,6,26.0
4,3,1,9,7,61.0
4,3,1,9,8,11.0
4,3,2,0,2,55.0
4,3,2,0,3,15.833333333333334
4,3,2,0,4,45.0
4,3,2,0,5,45.0
4,3,2,0,6,41.0
4,3,2,1,2,40.0
4,3,2,1,3,63.0
4,3,2,1,5,43.0
4,3,2,2,3,28.25
4,3,2,2,4,58.0
4,3,2,2,5,37.0
4,3,2,3,2,44.0
4,3,2,3,3,48.25
4,3,2,3,4,24.0
4,3,2,3,5,36.55555555555556
4,3,2,3,7,45.0
4,3,2,4,3,41.142857142857146
4,3,2,4,4,43.0
4,3,2,4,5,51.75
4,3,2,4,6,53.0
4,3,2,4,7,41.0
4,3,2,5,3,37.333333333333336
4,3,2,5,4,36.125
4,3,2,5,5,44.5
4,3,2,5,8,26.0
4,3,2,6,2,38.0
4,3,2,6,3,18.0
4,3,2,6,4,26.2
4,3,2,6,5,37.0
4,3,2,6,6,43.666666666666664
4,3,2,6,7,47.6
4,3,2,7,2,8.142857142857142
4,3,2,7,3,37.857142857142854
4,3,2,7,4,44.38461538461539
4,3,2,7,5,47.0
4,3,2,7,6,47.5
4,3,2,7,7,31.857142857142858
4,3,2,8,2,63.5
4,3,2,8,3,51.285714285714285
4,3,2,8,4,27.933333333333334
4,3,2,8,5,37.6
4,3,2,8,6,61.333333333333336
4,3,2,8,7,42.2
4,3,2,9,2,27.0
4,3,2,9,3,33.4
4,3,2,9,4,32.166666666666664
4,3,2,9,5,41.875
4,3,2,9,6,65.25
4,3,2,9,7,47.0
4,3,3,0,3,61.5
4,3,3,0,4,32.0
4,3,3,0,6,51.0
4,3,3,0,7,36.0
4,3,3,1,3,60.57142857142857
4,3,3,1,4,5.5
4,3,3,1,5,72.0
4,3,3,2,3,33.5
4,3,3,2,7,65.0
4,3,3,3,2,50.0
4,3,3,3,3,38.0
4,3,3,3,4,26.0
4,3,3,3,5,42.0
4,3,3,4,3,40.333333333333336
4,3,3,4,5,42.333333333333336
4,3,3,4,6,41.5
4,3,3,5,2,10.0
4,3,3,5,3,24.333333333333332
4,3,3,5,4,54.333333333333336
4,3,3,5,5,44.111111111111114
4,3,3,5,6,45.0
4,3,3,6,3,34.0
4,3,3,6,4,31.25
4,3,3,6,5,35.666666666666664
4,3,3,6,7,58.0
4,3,3,7,2,70.0
4,3,3,7,3,43.642857142857146
4,3,3,7,4,37.84615384615385
4,3,3,7,5,42.42857142857143
4,3,3,7,6,38.0
4,3,3,7,7,52.8
4,3,3,8,2,26.666666666666668
4,3,3,8,3,40.0
4,3,3,8,4,30.238095238095237
4,3,3,8,5,24.583333333333332
4,3,3,8,6,45.25
4,3,3,8,7,33.0
4,3,3,8,8,22.0
4,3,3,9,2,32.333333333333336
4,3,3,9,3,19.7
4,3,3,9,4,19.941176470588236
4,3,3,9,5,22.133333333333333
4,3,3,9,6,0.0
4,3,3,9,7,45.0
4,3,4,0,3,44.0
4,3,4,0,7,37.0
4,3,4,1,8,29.0
4,3,4,2,5,11.333333333333334
4,3,4,2,6,46.0
4,3,4,3,3,40.0
4,3,4,3,6,45.0
4,3,4,4,3,26.0
4,3,4,4,5,38.0
4,3,4,4,6,22.0
4,3,4,5,4,19.0
4,3,4,5,5,40.6
4,3,4,5,6,46.0
4,3,4,5,7,41.0
4,3,4,6,3,25.8
4,3,4,6,4,23.0
4,3,4,6,5,23.0
4,3,4,6,6,25.0
4,3,4,7,3,30.666666666666668
4,3,4,7,4,47.8
4,3,4,7,5,35.142857142857146
4,3,4,7,6,22.0
4,3,4,7,7,37.0
4,3,4,8,2,25.0
4,3,4,8,3,40.8
4,3,4,8,4,28.4375
4,3,4,8,5,40.25
4,3,4,8,6,33.0
4,3,4,8,7,40.5
4,3,4,8,8,22.0
4,3,4,9,3,23.923076923076923
4,3,4,9,4,13.2
4,3,4,9,5,0.0
4,3,4,9,6,36.5
4,3,4,9,7,0.0
4,3,5,0,3,67.0
4,3,5,0,5,29.0
4,3,5,1,3,29.0
4,3,5,1,5,25.5
4,3,5,1,8,55.5
4,3,5,2,3,39.0
4,3,5,2,4,0.0
4,3,5,2,5,33.0
4,3,5,3,3,28.0
4,3,5,3,4,6.1
4,3,5,3,5,71.0
4,3,5,3,6,31.0
4,3,5,3,7,42.0
4,3,5,4,2,17.0
4,3,5,4,3,70.0
4,3,5,4,4,60.0
4,3,5,4,6,30.0
4,3,5,4,7,30.0
4,3,5,5,2,25.333333333333332
4,3,5,5,3,0.0
4,3,5,5,4,32.0
4,3,5,5,6,51.5
4,3,5,5,7,51.8
4,3,5,6,1,46.0
4,3,5,6,3,32.0
4,3,5,6,4,22.5
4,3,5,6,5,26.0
4,3,5,6,6,37.0
4,3,5,7,3,58.4
4,3,5,7,4,29.857142857142858
4,3,5,7,5,27.5
4,3,5,7,6,38.333333333333336
4,3,5,7,8,11.0
4,3,5,8,3,44.57142857142857
4,3,5,8,4,15.875
4,3,5,8,5,40.0
4,3,5,8,6,39.666666666666664
4,3,5,8,8,41.5
4,3,5,9,3,44.2
4,3,5,9,4,20.75
4,3,5,9,5,16.857142857142858
4,3,5,9,7,0.0
4,3,6,1,7,70.0
4,3,6,2,6,22.0
4,3,6,3,2,33.0
4,3,6,3,3,32.0
4,3,6,4,4,22.0
4,3,6,5,3,12.0
4,3,6,5,4,38.0
4,3,6,5,5,48.0
4,3,6,5,6,65.0
4,3,6,5,7,0.0
4,3,6,5,8,36.0
4,3,6,6,3,17.75
4,3,6,6,4,18.0
4,3,6,6,5,55.25
4,3,6,7,3,68.42857142857143
4,3,6,7,4,24.0
4,3,6,7,5,9.272727272727273
4,3,6,7,6,27.0
4,3,6,8,3,37.75
4,3,6,8,4,16.6
4,3,6,8,5,25.4
4,3,6,8,6,25.0
4,3,6,8,7,4.5
4,3,6,9,3,12.8
4,3,6,9,4,21.166666666666668
4,3,6,9,5,10.8
4,3,6,9,7,11.0
4,3,7,0,4,76.0
4,3,7,2,3,53.0
4,3,7,4,3,27.0
4,3,7,4,6,67.0
4,3,7,5,4,31.0
4,3,7,6,3,30.5
4,3,7,6,5,18.75
4,3,7,6,6,72.0
4,3,7,7,2,17.0
4,3,7,7,3,3.263157894736842
4,3,7,7,7,10.0
4,3,7,8,2,22.0
4,3,7,8,3,20.0
4,3,7,8,5,30.0
4,3,7,8,7,59.0
4,3,7,9,4,13.5
4,3,7,9,5,14.5
4,3,7,9,6,12.0
4,3,7,9,7,21.0
4,3,8,2,4,0.0
4,3,8,4,5,13.0
4,3,8,6,6,53.0
4,3,8,7,4,23.0
4,3,8,8,3,38.0
4,3,8,8,5,31.0
4,3,8,9,3,12.0
4,3,8,9,6,31.0
4,3,9,4,7,10.0
4,3,9,6,5,33.0
4,3,9,7,5,0.0
4,3,9,8,7,45.0
4,3,9,9,3,0.0
4,3,9,9,4,27.0
4,4,0,0,3,12.5
4,4,0,0,4,29.333333333333332
4,4,0,0,5,40.35294117647059
4,4,0,0,6,64.2
4,4,0,0,7,50.0
4,4,0,1,2,23.0
4,4,0,1,3,47.0
4,4,0,1,4,42.333333333333336
4,4,0,1,5,40.0
4,4,0,2,3,25.0
4,4,0,2,4,33.25
4,4,0,2,5,42.666666666666664
4,4,0,3,4,1.0
4,4,0,3,5,41.0
4,4,0,4,3,41.0
4,4,0,4,4,49.0
4,4,0,4,5,38.666666666666664
4,4,0,5,3,57.5
4,4,0,5,4,8.5
4,4,0,5,5,47.0
4,4,0,6,2,24.0
4,4,0,6,3,71.0
4,4,0,6,4,21.0
4,4,0,6,5,38.75
4,4,0,6,6,0.0
4,4,0,7,3,50.0
4,4,0,7,7,48.0
4,4,0,8,3,0.0
4,4,0,8,5,45.0
4,4,0,9,3,62.6
4,4,0,9,4,39.0
4,4,1,0,3,56.375
4,4,1,0,4,30.5
4,4,1,0,5,46.1764705882353
4,4,1,0,6,43.55555555555556
4,4,1,0,7,13.0
4,4,1,1,3,41.0
4,4,1,1,4,11.0
4,4,1,1,5,43.857142857142854
4,4,1,1,6,54.8
4,4,1,1,7,64.33333333333333
4,4,1,2,2,30.0
4,4,1,2,3,53.5
4,4,1,2,4,34.666666666666664
4,4,1,2,5,51.0
4,4,1,2,6,33.5
4,4,1,3,2,68.0
4,4,1,3,3,45.125
4,4,1,3,4,0.5
4,4,1,3,5,47.0
4,4,1,3,6,44.5
4,4,1,3,7,0.0
4,4,1,4,2,63.0
4,4,1,4,3,53.4
4,4,1,4,4,65.0
4,4,1,4,5,33.6
4,4,1,4,6,33.77777777777778
4,4,1,5,2,18.0
4,4,1,5,3,49.1
4,4,1,5,4,39.285714285714285
4,4,1,5,5,40.4
4,4,1,5,6,34.666666666666664
4,4,1,6,3,46.2
4,4,1,6,4,39.625
4,4,1,6,5,40.6
4,4,1,6,6,15.0
4,4,1,6,7,75.0
4,4,1,7,2,32.666666666666664
4,4,1,7,3,42.0
4,4,1,7,4,47.2
4,4,1,7,5,23.357142857142858
4,4,1,7,6,26.5
4,4,1,8,3,47.75
4,4,1,8,4,57.166666666666664
4,4,1,8,5,44.42857142857143
4,4,1,8,6,0.0
4,4,1,8,7,32.666666666666664
4,4,1,9,2,14.5
4,4,1,9,3,33.0
4,4,1,9,4,0.0
4,4,1,9,5,31.0
4,4,1,9,6,53.0
4,4,1,9,7,47.666666666666664
4,4,2,0,2,40.0
4,4,2,0,3,29.5
4,4,2,0,4,31.625
4,4,2,0,5,43.333333333333336
4,4,2,0,6,45.0
4,4,2,1,3,39.63636363636363
4,4,2,1,4,27.555555555555557
4,4,2,1,5,41.5
4,4,2,1,6,38.0
4,4,2,1,7,0.0
4,4,2,2,2,82.0
4,4,2,2,3,38.666666666666664
4,4,2,2,4,43.25
4,4,2,2,5,27.636363636363637
4,4,2,2,6,41.666666666666664
4,4,2,2,7,0.0
4,4,2,3,2,0.0
4,4,2,3,3,48.0
4,4,2,3,4,46.285714285714285
4,4,2,3,5,38.25
4,4,2,3,6,44.0
4,4,2,3,7,51.0
4,4,2,4,3,42.125
4,4,2,4,4,37.0
4,4,2,4,5,31.0
4,4,2,4,6,34.75
4,4,2,4,7,20.0
4,4,2,5,3,52.1
4,4,2,5,4,29.88888888888889
4,4,2,5,5,41.0
4,4,2,5,6,0.0
4,4,2,5,7,67.0
4,4,2,6,2,25.5
4,4,2,6,3,37.54545454545455
4,4,2,6,4,42.333333333333336
4,4,2,6,5,28.75
4,4,2,6,6,52.2
4,4,2,6,7,25.666666666666668
4,4,2,7,2,23.0
4,4,2,7,3,33.63636363636363
4,4,2,7,4,24.214285714285715
4,4,2,7,5,44.63636363636363
4,4,2,7,6,81.0
4,4,2,7,7,65.0
4,4,2,7,8,63.0
4,4,2,8,2,19.0
4,4,2,8,3,36.5
4,4,2,8,4,35.5
4,4,2,8,5,41.8
4,4,2,8,7,48.5
4,4,2,9,2,26.0
4,4,2,9,3,42.666666666666664
4,4,2,9,4,0.0
4,4,2,9,5,61.0
4,4,2,9,6,38.75
4,4,3,0,2,39.0
4,4,3,0,3,48.0
4,4,3,0,4,38.25
4,4,3,0,5,52.5
4,4,3,0,6,49.0
4,4,3,0,7,42.0
4,4,3,1,2,55.0
4,4,3,1,3,43.0
4,4,3,1,4,42.0
4,4,3,1,5,47.85
4,4,3,1,6,46.25
4,4,3,1,7,18.0
4,4,3,2,2,43.333333333333336
4,4,3,2,3,35.4
4,4,3,2,5,37.666666666666664
4,4,3,2,6,37.0
4,4,3,2,7,51.0
4,4,3,3,2,48.0
4,4,3,3,3,44.333333333333336
4,4,3,3,4,43.0
4,4,3,3,5,45.857142857142854
4,4,3,3,6,33.0
4,4,3,3,7,18.5
4,4,3,4,2,53.0
4,4,3,4,3,41.666666666666664
4,4,3,4,4,11.5
4,4,3,4,5,47.77777777777778
4,4,3,4,6,37.333333333333336
4,4,3,5,2,47.0
4,4,3,5,3,55.0
4,4,3,5,4,44.0
4,4,3,5,5,47.0
4,4,3,5,6,24.4375
4,4,3,6,3,46.5
4,4,3,6,4,37.888888888888886
4,4,3,6,5,46.18181818181818
4,4,3,6,6,22.0
4,4,3,6,7,42.6
4,4,3,6,8,28.0
4,4,3,7,2,42.0
4,4,3,7,3,15.289473684210526
4,4,3,7,4,14.555555555555555
4,4,3,7,5,55.666666666666664
4,4,3,7,6,48.857142857142854
4,4,3,8,2,41.0
4,4,3,8,3,31.666666666666668
4,4,3,8,4,25.555555555555557
4,4,3,8,5,39.285714285714285
4,4,3,8,6,40.75
4,4,3,8,7,37.5
4,4,3,9,2,0.0
4,4,3,9,3,34.0
4,4,3,9,4,13.75
4,4,3,9,5,9.333333333333334
4,4,3,9,7,35.0
4,4,4,0,3,42.6
4,4,4,0,4,42.0
4,4,4,0,5,22.5
4,4,4,0,6,37.333333333333336
4,4,4,1,2,92.0
4,4,4,1,3,60.5
4,4,4,1,4,23.0
4,4,4,1,6,32.25
4,4,4,2,4,12.0
4,4,4,2,5,40.5
4,4,4,3,3,49.333333333333336
4,4,4,3,4,0.0
4,4,4,3,5,0.0
4,4,4,4,3,42.75
4,4,4,4,4,33.833333333333336
4,4,4,4,6,34.5
4,4,4,5,3,24.3125
4,4,4,5,4,25.0
4,4,4,5,5,43.75
4,4,4,6,2,40.0
4,4,4,6,3,23.2
4,4,4,6,4,42.0
4,4,4,6,5,58.857142857142854
4,4,4,6,6,50.5
4,4,4,6,7,53.5
4,4,4,7,2,20.0
4,4,4,7,3,35.833333333333336
4,4,4,7,4,23.2
4,4,4,7,5,35.833333333333336
4,4,4,7,6,42.8
4,4,4,7,7,63.0
4,4,4,8,2,41.0
4,4,4,8,3,21.4
4,4,4,8,4,25.555555555555557
4,4,4,8,5,8.0
4,4,4,8,6,25.5
4,4,4,8,7,37.5
4,4,4,9,2,16.333333333333332
4,4,4,9,3,16.0
4,4,4,9,4,27.0
4,4,4,9,5,31.0
4,4,5,0,3,55.42857142857143
4,4,5,0,4,35.0
4,4,5,0,5,53.0
4,4,5,0,7,20.0
4,4,5,0,8,9.0
4,4,5,1,3,23.0
4,4,5,1,5,53.666666666666664
4,4,5,1,6,0.3333333333333333
4,4,5,1,7,59.0
4,4,5,2,3,24.0
4,4,5,2,4,56.0
4,4,5,2,6,39.0
4,4,5,3,3,42.0
4,4,5,3,6,45.5
4,4,5,3,7,27.0
4,4,5,4,3,36.0
4,4,5,4,4,23.333333333333332
4,4,5,4,6,56.0
4,4,5,5,3,29.4
4,4,5,5,4,46.333333333333336
4,4,5,5,7,51.0
4,4,5,6,2,16.0
4,4,5,6,3,29.2
4,4,5,6,4,27.0
4,4,5,6,5,19.571428571428573
4,4,5,6,6,39.5
4,4,5,6,7,17.333333333333332
4,4,5,7,2,50.0
4,4,5,7,3,43.55555555555556
4,4,5,7,4,35.357142857142854
4,4,5,7,5,56.0
4,4,5,7,6,27.5
4,4,5,8,2,15.0
4,4,5,8,3,34.666666666666664
4,4,5,8,4,33.166666666666664
4,4,5,8,5,34.2
4,4,5,8,6,25.0
4,4,5,8,7,47.0
4,4,5,9,2,32.0
4,4,5,9,3,1.0
4,4,5,9,4,10.333333333333334
4,4,5,9,5,25.666666666666668
4,4,6,0,2,36.0
4,4,6,0,3,4.4
4,4,6,0,5,52.6
4,4,6,1,2,9.0
4,4,6,1,3,34.25
4,4,6,1,6,41.0
4,4,6,1,7,54.0
4,4,6,2,5,58.0
4,4,6,2,6,28.0
4,4,6,3,3,57.0
4,4,6,3,4,52.666666666666664
4,4,6,3,5,21.0
4,4,6,3,6,20.0
4,4,6,3,7,45.0
4,4,6,4,3,29.0
4,4,6,4,4,51.666666666666664
4,4,6,4,5,35.0
4,4,6,5,2,20.0
4,4,6,5,4,40.0
4,4,6,5,5,30.0
4,4,6,5,6,56.0
4,4,6,5,7,46.5
4,4,6,6,3,51.0
4,4,6,6,4,18.0
4,4,6,6,5,23.0
4,4,6,6,6,36.666666666666664
4,4,6,6,7,27.333333333333332
4,4,6,7,3,45.0
4,4,6,7,4,43.75
4,4,6,7,5,19.5
4,4,6,7,6,17.5
4,4,6,7,7,31.0
4,4,6,8,3,47.0
4,4,6,8,4,39.0
4,4,6,8,5,36.0
4,4,6,8,6,32.0
4,4,6,8,7,16.5
4,4,6,8,8,26.0
4,4,6,9,2,19.0
4,4,6,9,3,25.0
4,4,6,9,4,31.333333333333332
4,4,6,9,5,18.666666666666668
4,4,6,9,6,16.5
4,4,6,9,7,0.0
4,4,7,0,3,28.0
4,4,7,0,4,72.0
4,4,7,0,5,34.0
4,4,7,0,6,41.0
4,4,7,0,7,52.0
4,4,7,0,8,23.0
4,4,7,1,3,32.0
4,4,7,1,7,21.0
4,4,7,3,3,67.0
4,4,7,4,3,27.0
4,4,7,4,4,38.5
4,4,7,4,5,23.0
4,4,7,4,6,32.0
4,4,7,5,2,10.0
4,4,7,5,4,13.0
4,4,7,5,6,21.0
4,4,7,5,7,41.0
4,4,7,6,2,53.5
4,4,7,6,3,32.0
4,4,7,6,4,27.0
4,4,7,6,5,57.666666666666664
4,4,7,6,6,29.0
4,4,7,7,3,39.5
4,4,7,7,4,32.8
4,4,7,7,5,28.0
4,4,7,7,7,1.0
4,4,7,8,2,31.0
4,4,7,8,3,32.0
4,4,7,8,4,26.5
4,4,7,8,6,48.0
4,4,7,8,7,51.0
4,4,7,9,3,23.5
4,4,7,9,4,12.0
4,4,7,9,5,22.0
4,4,7,9,6,0.0
4,4,7,9,7,10.0
4,4,8,0,4,65.0
4,4,8,1,5,21.5
4,4,8,2,6,13.0
4,4,8,3,5,12.0
4,4,8,4,5,22.0
4,4,8,4,6,28.5
4,4,8,5,3,56.0
4,4,8,5,5,11.0
4,4,8,5,7,15.0
4,4,8,6,3,28.0
4,4,8,6,4,39.0
4,4,8,6,6,29.0
4,4,8,6,7,24.0
4,4,8,6,8,35.0
4,4,8,7,2,10.0
4,4,8,7,5,50.8
4,4,8,7,6,30.333333333333332
4,4,8,8,4,16.5
4,4,8,8,5,40.0
4,4,8,9,2,18.0
4,4,8,9,4,45.0
4,4,8,9,5,21.0
4,4,8,9,6,28.0
4,4,8,9,7,19.0
